count,date,title,description,org_link,link
1,2024-08-13 14:18:00,산업부 &quot;친환경 섬유 소재 개발·제조공정 친환경 전환 지원&quot;,"정부가 섬유산업에서 강화되는 글로벌 환경 규제에 대응하기 위해 친환경 섬유 소재 개발과 제조공정의 친환경 전환, <b>인공지능</b>(AI)을 활용한 자동화 등을 지원한다. 산업통상자원부는 13일 오후 서울 강남구... ",http://www.fnnews.com/news/202408131413177292,https://n.news.naver.com/mnews/article/014/0005227118?sid=101
2,2024-08-13 14:18:00,"[Today Pharm] LG화학, 영아용 6가 백신 'LR20062' 임상2상 본격화 外","사진/휴메딕스 ♢알피바이오, MZ세대 소통 위한 '생성형 AI' 콘텐츠 공개 알피바이오가 MZ세대 지원 국책사업인 '일경험 청년' 협업을 통해 생성형 <b>인공지능</b>(AI) 기술을 적용한 기업 홍보 콘텐츠를 공개했다.... ",http://www.press9.kr/news/articleView.html?idxno=59990,http://www.press9.kr/news/articleView.html?idxno=59990
3,2024-08-13 14:18:00,금융사도 생성형AI 활용…망분리 규제 개선,금융사도 챗GPT 등 생성형 <b>인공지능</b>과 '서비스형 소프트웨어' 등을 업무에 이용할 수 있게 됩니다. 금융위원회는 오늘(13일) 김병환 금융위원장 주재로 이런 내용의 '금융분야 망분리 개선 로드맵'을 발표했습니다. 김... ,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1005313387,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1005313387
4,2024-08-13 14:18:00,"[위클리오늘] 가평군, '<b>인공지능</b>' 투명페트병 무인회수기 운영","가평군은 투명페트병 분리배출 및 재활용을 높이기 위해 <b>인공지능</b>형 사물인터넷(AIoT) 기술이 도입된 '투명페트병 무인회수기'를 지난 8일부터 시범 운영하고 있다. 군은 투명페인트 적기 수거, 관리주체 등을 감안해... ",http://www.weeklytoday.com/news/articleView.html?idxno=644729,http://www.weeklytoday.com/news/articleView.html?idxno=644729
5,2024-08-13 14:17:00,"경기도남부자치경찰위원회, 90개 구간에 '후면 무인단속 장비, 신규 설치'",또 무인단속 장비의 AI(<b>인공지능</b>) 영상분석 기술 개발을 통해 경찰청과 도로교통공단을 중심으로 △교차로 꼬리물기 △우회전 일시 정지 위반 등 주민 교통안전 위해 요인에 대한 단속 범위 확대 기법도 연구되고... ,https://www.hankyung.com/article/202408130582h,https://n.news.naver.com/mnews/article/015/0005021196?sid=102
6,2024-08-13 14:16:00,삼성디스플레이 “AI시대 디스플레이산업 주도”,"멀티모달 AI란 텍스트, 이미지, 소리 등 다양한 형태의 정보를 동시에 이해하고 처리할 수 있는 <b>인공지능</b>을 말한다. 이 부사장은 “멀티모달 AI는 시선이나 손동작을 추적하고, 이를 토대로 시의적절한 이미지 정보를... ",http://www.sentv.co.kr/news/view/693116,http://www.sentv.co.kr/news/view/693116
7,2024-08-13 14:16:00,"에이블리 &quot;남성 패션앱 4910, 누적 다운로드 100만건 돌파&quot;","4910은 '<b>인공지능</b>(AI) 개인화 추천 기술' 기반 남성 전문 스타일 커머스다. '10세부터 49세까지 폭넓은 남성 패션 취향을 반영한다'라는 의미를 가진다. 7월 기준 4910 거래액은 공식 론칭 시점인 3월 대비 110%, 구매 고객... ",http://www.hansbiz.co.kr/news/articleView.html?idxno=707520,http://www.hansbiz.co.kr/news/articleView.html?idxno=707520
8,2024-08-13 14:16:00,"제이슨 권 오픈AI CSO, 강도현 과기정통부 차관과 비공식 회의","13일 업계 관계자에 따르면, 제이슨 권 오픈AI 최고전략책임자(CSO)가 강도현 과기정통부 2차관과 만나 <b>인공지능</b>(AI) 산업과 협력 등에 관한 이야기를 나눴다. 권 CSO는 오픈AI에서 정책, 법률, 사회적 영향 연구 팀을... ",https://www.etnews.com/20240813000251,https://n.news.naver.com/mnews/article/030/0003231378?sid=105
9,2024-08-13 14:16:00,윤석대 수자원공사 사장 “녹조 제거 가용자원 총동원” 지시,"대형 수상 녹조 복합제거선 투입 확대, <b>인공지능</b>(AI) 기반 소형녹조 감시장치를 통한 모니터링 강화, 맛·냄새 원인 물질 제거를 통한 정수 처리 강화 등 환경부를 비롯한 관계기관과 함께 물 환경 개선 방안을 확대·적용할... ",https://www.news1.kr/local/daejeon-chungnam/5509600,https://n.news.naver.com/mnews/article/421/0007727887?sid=102
10,2024-08-13 14:16:00,"도성훈 인천시교육감, 지역연계 '꿈이음대학 성과공유회' 참석","'<b>인공지능</b>과 함께 미리 체험하는 스타트업' 강의를 진행한 가톨릭대학교 교수는 &quot;꿈이음대학에 참여하는 학생들은 어떤 대학생들보다 적극적이고, 기민하게 학습을 받아들여 매 시간마다 굉장히 놀랐다&quot;며 &quot;꿈이음대학은... ",https://www.pointdaily.co.kr/news/articleView.html?idxno=215065,https://www.pointdaily.co.kr/news/articleView.html?idxno=215065
11,2024-08-13 14:14:00,"웅진씽크빅, 메타버스+생성형 AI… 영어 스피킹 ‘링고시티’ 선봬",원만호 웅진씽크빅 DX사업본부장은 “메타버스 공간의 <b>인공지능</b> 캐릭터와 자유롭게 음성으로 대화하는 제품으로 특히 영어 학습에 거부감이 있는 학생들이 쉽게 접근할 수 있도록 개발되었다”며 “게임하듯 즐기다... ,https://biz.newdaily.co.kr/site/data/html/2024/08/13/2024081300045.html,https://biz.newdaily.co.kr/site/data/html/2024/08/13/2024081300045.html
12,2024-08-13 14:14:00,"카카오엔터프라이즈, 'AICC 센터플로우'로 스타트업 성장 지원","카카오엔터프라이즈, 'AICC 센터플로우'로 스타트업 성장 지원 카카오엔터프라이즈는 카카오클라우드 기반의 ‘<b>인공지능</b> 컨택센터(AICC) 센터플로우’가 다양한 스타트업들의 비즈니스 성장을 지원하고 있다고 13일... ",https://www.viva100.com/main/view.php?key=20240813010003584,https://www.viva100.com/main/view.php?key=20240813010003584
13,2024-08-13 14:14:00,"포항제철소, 지역 중소벤처와 스마트제조 혁신 추진","포항제철소는 포항 체인지업그라운드에 입주한 AMSquare사, SensingPlus사와 함께 <b>인공지능</b> 및 영상기술 분야에서 합동 프로젝트를 진행하고 있다. 이 프로젝트에서 포스코는 산업현장의 데이터와 제철 공정의 운영... ",https://news.dealsitetv.com/news/articleView.html?idxno=121319,https://news.dealsitetv.com/news/articleView.html?idxno=121319
14,2024-08-13 14:14:00,"코스콤, ‘코리아 핀테크 위크 2024’에서 금융업계 AI 도입 향방 제시",코스콤은 이달 27일부터 3일간 동대문 디자인 플라자(DDP) 에서 진행되는 ‘코리아 핀테크 위크 2024’ 행사에서 '금융업계 AI서비스 도입 전략'을 주제로 한 세미나 및 홍보관을 열고 <b>인공지능</b>(AI) 서비스 도입 및 발전... ,https://www.mediapen.com/news/view/945127,https://www.mediapen.com/news/view/945127
15,2024-08-13 14:14:00,"DB생명, 헬스케어 기업 '디에이블'과 업무제휴 협약","고객은 DB생명 다이렉트 홈페이지에서 해당 서비스를 통해 자가진단 설문 기반의 <b>인공지능</b>(AI) 건강 분석을 하고, 그 결과에 따른 개인 맞춤형 건강정보 콘텐츠를 이용할 수 있다. DB생명 관계자는 &quot;이번 협약으로 고객이... ",http://www.fins.co.kr/news/articleView.html?idxno=101613,http://www.fins.co.kr/news/articleView.html?idxno=101613
16,2024-08-13 14:14:00,"콘진원, 파리올림픽 K-콘텐츠존 운영…2만7000명 몰렸다","K팝 테마에서는 <b>인공지능</b>(AI), 확장현실(XR) 기술과 미디어아트를 활용해 '에스파(aespa) MY DRAMA'를 선보였다. 게임 테마에서는 조선을 배경으로 한 ▲펄어비스 '검은사막 : 아침의 나라' ▲크래프톤 'PUBG: 배틀그라운드... ",https://www.dailian.co.kr/news/view/1395522/?sc=Naver,https://n.news.naver.com/mnews/article/119/0002861699?sid=105
17,2024-08-13 14:13:00,10년 주홍글씨 '금융 망분리' 없앤다...클라우드·생성AI 전면 허용,"금융사도 생성형 <b>인공지능</b>(AI)를 활용해 업무와 고객 서비스를 고도화 할 수 있는 길도 열렸다. 금융위원회는 올해 관련 샌드박스(혁신금융)를 통해 금융권 망분리 규제 개선 효과를 검증한 후, 내년부터... ",https://www.etnews.com/20240813000247,https://n.news.naver.com/mnews/article/030/0003231376?sid=101
18,2024-08-13 14:13:00,"대명에너지, GS에너지·해줌과 VPP 사업 활성화 '맞손'","<b>인공지능</b>(AI), 스마트그리드, 사물인터넷(IoT), 클라우드 등 ICT 기술로 전력 수요와 공급을 예측하고 조절한다. 또 실시간으로 전력 공급과 수요 정보를 교환해 발전량 예측과 소비량 조절을 통해 재생에너지를... ",http://www.edaily.co.kr/news/newspath.asp?newsid=02820806638986992,https://n.news.naver.com/mnews/article/018/0005810476?sid=101
19,2024-08-13 14:13:00,"IBK證, 하반기 중기 IPO 명가 모습 보일까",현재 <b>인공지능</b> 비대면 서비스 업체 원포유의 코스닥 이전상장을 준비하고 있다. 2020년 코넥스에 상장한 원포유는 지난 5월 코스닥 이전상장을 위한 상장예비심사 신청서를 제출했다. 이외에도 반려동물 올인원... ,https://www.topdaily.kr/articles/98668,https://www.topdaily.kr/articles/98668
20,2024-08-13 14:12:00,"HSAD, AI 마케팅 플랫폼 'DASH.AI' 상용화…&quot;고객사 맞춤형 제공&quot;",HSAD는 통합 마케팅 <b>인공지능</b>(AI) 플랫폼 'DASH.AI'(대시 AI)를 국내 광고업계 최초로 상용화했다고 13일 밝혔다. 국내 광고업계는 생성형 AI를 광고 제작이나 성과측정 등 일부 단편적 기능을 위해 사용했다. HSAD의... ,https://www.news1.kr/industry/general-industry/5509540,https://n.news.naver.com/mnews/article/421/0007727873?sid=101
21,2024-08-13 14:12:00,윤수영 LG디스플레이 부사장 “올해 IT용 OLED 시작 원년”,"TV 분야는 기존 대비 휘도와 효율이 향상된 WOLED 기술을 개발하고 있으며, IT 분야는 온디바이스 <b>인공지능</b>(AI) 기기에 최적화된 저소비전력 기술에 중점을 두고 있다. 또 차량용 디스플레이는 곡면, 슬라이더블... ",http://www.sentv.co.kr/news/view/693114,http://www.sentv.co.kr/news/view/693114
22,2024-08-13 14:11:00,"대명에너지, GS에너지·해줌과 가상발전소 사업 활성화 MOU 체결","이는 AI(<b>인공지능</b>), 스마트그리드, IoT(사물인터넷), 클라우드 등의 ICT(정보통신기술)로 전력의 수요와 공급을 예측하고 조절함으로써 최적의 효율로 분산자원을 활용할 수 있도록 한다. 실시간으로 전력의 공급과 수요... ",http://news.mt.co.kr/mtview.php?no=2024081310563314193,https://n.news.naver.com/mnews/article/008/0005076490?sid=101
23,2024-08-13 14:10:00,교육부 ‘2024년 교원양성과정 개선 대학 지원 사업’ 선정 결과 발표,"‘교원양성과정 개선 대학 지원 사업’은 고교학점제, <b>인공지능</b>(AI) 디지털교과서 도입 등 학교 현장의 변화에 대응해 수업 혁신을 이끄는 교사를 양성할 수 있도록 교원양성대학(교육대학, 사범대학, 교육대학원)의... ",https://edu.chosun.com/site/data/html_dir/2024/08/13/2024081380115.html,https://edu.chosun.com/site/data/html_dir/2024/08/13/2024081380115.html
24,2024-08-13 14:10:00,"미래에셋증권, '마스터스 아카데미 1기' 출범 기념 행사",이번 행사에서는 '마스터스 아카데미' 출범을 기념해 한국<b>인공지능</b>협회 권영우 부회장의 'ChatGPT를 활용한 기업 경영계획 수립 및 산업 분석'을 주제로 세미나를 실시한다. 또한 2023년 2월부터 진행된 '금융&amp;아트 세미나... ,https://www.ziksir.com/news/articleView.html?idxno=66164,https://www.ziksir.com/news/articleView.html?idxno=66164
25,2024-08-13 14:10:00,코로나 재유행에 기술이전 기대감…'바이오 투심' 회복하나,"다만 바이오의료 섹터에는 의료 <b>인공지능</b>(AI), 미용 의료기기 등 전체 헬스케어 분야가 포함돼 있는데다 아직은 상장을 통한 자금 회수에 어려움이 존재해 신약개발 기업에 대한 신규 투자는 여전히 어려운 상황인... ",https://www.newsway.co.kr/news/view?ud=2024081314074840918,https://www.newsway.co.kr/news/view?ud=2024081314074840918
26,2024-08-13 14:10:00,"美 영토 넓히는 허니냅스, 의료 AI `솜눔(SOMNUM)` 수출",FDA 승인 이후 발 빠른 상용화로 미국 납품 완료 3년 내 시장점유율 10% 달성 목표 미국 법인 통한 공격적 영업 및 판매망 확대 허니냅스(HoneyNaps)는 지난 9일 <b>인공지능</b> 수면질환 진단 소프트웨어 '솜눔(SOMNUM)'을 미국... ,https://www.dt.co.kr/contents.html?article_no=2024081302109923783003&ref=naver,https://n.news.naver.com/mnews/article/029/0002894960?sid=105
27,2024-08-13 14:10:00,“韓 디스플레이 기회 ‘AI’·‘전장’ 등서 찾아야”,뉴데일리 이가영 기자 = <b>인공지능</b>(AI)과 자동차 부품 등에서 장시간 침체된 디스플레이 산업의 기회를 찾아야 한다는 제언이 나왔다. 13일 이창희 삼성디스플레이 디스플레이연구소장은 서울 코엑스에서 열린... ,https://biz.newdaily.co.kr/site/data/html/2024/08/13/2024081300136.html,https://biz.newdaily.co.kr/site/data/html/2024/08/13/2024081300136.html
28,2024-08-13 14:10:00,"LG유플러스, 광복절 맞아 '익시 포토부스' 프로필 사진 제작",LG유플러스(032640)는 광복절을 맞아 서울 마포구 LG유플러스 도화동 공덕역점에서 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 제작해주는 '익시(ixi) 포토부스'를 선보인다고 13일 밝혔다. 익시 포토부스는 현장에서... ,http://www.newsprime.co.kr/news/article.html?no=650613,http://www.newsprime.co.kr/news/article.html?no=650613
29,2024-08-13 14:10:00,"충남교육청, 우즈베키스탄 교육정보화 방문 연수로 글로벌 교육 협력 강화",▲ 기념사진 촬영을 하고 있는 충남교육청 신경희 교육국장(사진 우측)과 우즈베키스탄 유아일반교육부 지나이다 교원인사과장(사진 좌측) 연수 프로그램은 충남교육청의 우수한 <b>인공지능</b> 교육 프로그램을 공유하는 데... ,https://www.ccdailynews.com/news/articleView.html?idxno=2290921,https://www.ccdailynews.com/news/articleView.html?idxno=2290921
30,2024-08-13 14:10:00,"충남교육청, 우즈베키스탄과 글로벌 교육 협력 강화","연수 프로그램은 충남교육청의 우수한 <b>인공지능</b> 교육 프로그램을 공유하는 데 중점을 두고 있다. 우즈베키스탄의 요청에 따라 충남형 미래교육 통합플랫폼 '마주온'을 활용한 디지털 교육, 블록코딩과 텍스트코딩을... ",http://www.jbnews.com/news/articleView.html?idxno=1447741,http://www.jbnews.com/news/articleView.html?idxno=1447741
31,2024-08-13 14:09:00,美 민주당 &quot;법인세 28%&quot; VS 공화당 &quot;감세&quot;…韓 기업 영향은,"민주당은 <b>인공지능</b>(AI), 반도체 등 첨단기술, 핵심광물, 철강, 전기차, 배터리 등 분야에서 대중제재를 확실히 하되, ‘완전한 분리’ 대신, 필요 시 새로운 분야에서 중국과 협력할 수 있다는 여지를 남겼다. 반면 공화당은... ",http://www.fnnews.com/news/202408131334448505,https://n.news.naver.com/mnews/article/014/0005227110?sid=101
32,2024-08-13 14:09:00,"[대구소식] iM뱅크, 디지털 뱅커 아카데미 교육생 모집","아카데미는 데이터·AI(<b>인공지능</b>) 전문가로 성장하는 미취업 청년 80명가량을 선발해 약 6개월 동안 진행한다. 강의는 데이터 분석 전문가 양성을 위한 정규 교과 과정과 프로젝트, 특강 등으로 구성하며, iM 뱅크 인사... ",https://www.yna.co.kr/view/AKR20240813094200053?input=1195m,https://n.news.naver.com/mnews/article/001/0014872796?sid=102
33,2024-08-13 14:08:00,&quot;AI사진으로 광복절 기억해요&quot;…LG U+ '익시 포토부스' 선봬,LG유플러스가 광복절을 맞아 서울 마포구에 위치한 LG유플러스 도화동 공덕역점에서 광복절 콘셉트의 <b>인공지능</b>(AI) 프로필 사진을 제작해주는 ‘익시 포토부스’를 선보인다고 13일 밝혔다.익시 포토부스는 현장에서... ,http://www.sentv.co.kr/news/view/693112,http://www.sentv.co.kr/news/view/693112
34,2024-08-13 14:08:00,이창희 삼성D 부사장 &quot;AI 시대의 패널 혁신 선도할 것&quot;,"멀티모달 AI란 텍스트, 이미지, 소리 등 다양한 형태의 정보를 동시에 이해하고 처리할 수 있는 <b>인공지능</b>을 말한다.이 부사장은 &quot;멀티모달 AI는 시선이나 손동작을 추적하고, 이를 토대로 시의적절한 이미지 정보를... ",https://www.asiatoday.co.kr/view.php?key=20240813010007170,https://www.asiatoday.co.kr/view.php?key=20240813010007170
35,2024-08-13 14:08:00,삼성D &quot;AI 시대 디스플레이 산업 주도할 것&quot;,&quot; 이창희 삼성디스플레이 디스플레이연구소장(부사장)은 13일 서울 강남구 코엑스에서 열린 '디스플레이 비즈니스 포럼 2024'에 연사로 나서 '<b>인공지능</b>(AI) 시대를 위한 디스플레이 기술'을 주제로 온디바이스(On-device) AI... ,http://www.popcornnews.net/news/articleView.html?idxno=64157,http://www.popcornnews.net/news/articleView.html?idxno=64157
36,2024-08-13 14:08:00,“생생한 XR 경험” “AI 최적화된 저전력 ”… 삼성·LGD 미래비전 제시,<b>인공 지능</b>(AI) 시대가 도래함에 따라 정보 교환량이 많아지고 있고 사용자 경험 역시 중요한 요소로 부상하고 있다. 디스플레이 산업 역시 이 같은 물결을 타고 성장세가 기대되는 가운데 삼성디스플레이와... ,https://www.ekn.kr/web/view.php?key=20240813024222789,https://www.ekn.kr/web/view.php?key=20240813024222789
37,2024-08-13 14:08:00,"미래에셋증권 WM강남, '마스터스 아카데미 1기' 출범",이번 출범식에는 권영우 한국<b>인공지능</b>협회 부회장이 'ChatGPT를 활용한 기업 경영계획 수립 및 산업 분석'을 주제로 세미나를 실시한다. 또 지난해 2월부터 진행된 '금융&amp;아트 세미나' 초대전에 참가한 작가들의 작품과... ,https://news.dealsitetv.com/news/articleView.html?idxno=121287,https://news.dealsitetv.com/news/articleView.html?idxno=121287
38,2024-08-13 14:06:00,"LH, 메타버스·AI 활용해 임대주택 유지보수 서비스 고도화","유지보수 서비스 플랫폼 구성도/ LH 제공 한국토지주택공사(LH)는 메타버스, <b>인공지능</b>(AI) 등 미래기술을 활용해 임대주택 유지보수 서비스를 고도화해나간다고 13일 밝혔다. 해마다 늘어나는 임대주택 관리물량에... ",https://www.koreaittimes.com/news/articleView.html?idxno=133859,https://www.koreaittimes.com/news/articleView.html?idxno=133859
39,2024-08-13 14:06:00,'폴스타 4' 韓 상륙…“미국·유럽보다 3000만원 저렴”,"티맵 오토 내비게이션은 물론 음성 인식 <b>인공지능</b>(AI) 플랫폼 '누구 오토', '티맵 스토어' 등을 활용할 수 있다. 15.4인치 가로형 인포테인먼트 스크린은 최대 5개로 분할돼 내비게이션 화면을 켠 채로 자주 이용하는... ",https://www.etnews.com/20240813000239,https://n.news.naver.com/mnews/article/030/0003231369?sid=103
40,2024-08-13 14:06:00,독립운동가 프로필 만들어주는 AI기술,광복절을 맞아 LG유플러스가 독립운동가 콘셉트로 프로필사진을 촬영할 수 있는 <b>인공지능</b>(AI) 기술을 선보였다. 13일 서울 마포구 LG유플러스 도화동 공덕역점에서 모델이 AI기술 '익시(ixi)'가 적용된 포토부스로... ,https://www.etnews.com/20240813000241,https://n.news.naver.com/mnews/article/030/0003231368?sid=105
41,2024-08-13 14:06:00,"ETRI, 폐질환 조기 선별기술 개발","ETRI가 개발한 본 장치는 폐의 상태에 대한 정보를 복합적으로 획득 후, 이를 <b>인공지능</b> 기술을 통해 다중감각 측정 정보와 상호 연관시켜 다각적으로 분석해 다양한 종류의 폐질환을 동시에 선별할 수 있다. 기존 폐질환... ",https://www.factin.co.kr/news/articleView.html?idxno=2479,https://www.factin.co.kr/news/articleView.html?idxno=2479
42,2024-08-13 14:06:00,유진투자증권. 모트에이아이와 증권업 AI 전환 MOU 체결,유진투자증권은 모트에이아이와 증권업 <b>인공지능</b>(AI) 전환을 위한 업무협약(MOU)을 체결했다고 13일 밝혔다. 이번 업무협약은 기존 증권업 시스템과 프로세스에 최적화된 AI 모델 개발을 목적으로 체결됐다. 앞으로... ,https://www.ceoscoredaily.com/page/view/2024081314050441122,https://www.ceoscoredaily.com/page/view/2024081314050441122
43,2024-08-13 14:06:00,금융권 망분리 '갈라파고스 규제' 대폭 푼다…생성형 AI 허용,"생성형 <b>인공지능</b>(AI) 활용을 허용하는 한편, 클라우드 기반의 응용 프로그램(SaaS) 이용 범위를 대폭 확대한다. 이와 함께 개인신용정보 활용 금지 등에 따라 고객별 특성에 맞는 서비스 분석에 제약이 크다는 지적을 반영... ",https://news.einfomax.co.kr/news/articleView.html?idxno=4321091,https://news.einfomax.co.kr/news/articleView.html?idxno=4321091
44,2024-08-13 14:06:00,"넥스원소프트, 한국소비자원에 'AI 비정형 가명처리 솔루션' 공급",넥스원소프트는 한국소비자원 '<b>지능</b>형 위해정보 통합처리 플랫폼 구축 사업'에 <b>인공지능</b>(AI) 기반 비정형 데이터 가명처리 솔루션 '이노버 디아이디'를 공급했다고 13일 밝혔다. 최근 개인정보보호위원회는 비정형... ,http://www.asiaa.co.kr/news/articleView.html?idxno=182659,http://www.asiaa.co.kr/news/articleView.html?idxno=182659
45,2024-08-13 14:05:00,GIST 학생들 '교통사고 AI분석' 경진대회 잇따라 입상,13일 GIST에 따르면 <b>인공지능</b>(AI)을 활용한 교통사고 리포트 자동제작 솔루션을 선보인 어시스트팀은 ‘제1회 PSD(Pre Startup Dream) 창업경진대회’와 ‘2024년 창업중심대학 청년 창업아이템 챌린지(호남권)’에서 각각... ,http://www.jnilbo.com/74514270170,http://www.jnilbo.com/74514270170
46,2024-08-13 14:04:00,"유진투자증권, 모트에이아이와 증권업 AI 전환 MOU 체결","유진투자증권 송경재 전략기획실장은 &quot;<b>인공지능</b>을 활용한 증권 업무의 선진화는 시대적 흐름”이라며 “이번 업무협약을 바탕으로 증권 업무에 AI 도입을 앞당겨 업무의 자동화와 효율성, 그리고 고객 만족도를... ",https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065589280472670,https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065589280472670
47,2024-08-13 14:04:00,AI가 만들어주는 독립운동가 프로필,광복절을 맞아 LG유플러스가 독립운동가 콘셉트로 프로필사진을 촬영할 수 있는 <b>인공지능</b>(AI) 기술을 선보였다. 13일 서울 마포구 LG유플러스 도화동 공덕역점에서 모델이 AI기술 '익시(ixi)'가 적용된 포토부스로... ,https://www.etnews.com/20240813000236,https://n.news.naver.com/mnews/article/030/0003231364?sid=105
48,2024-08-13 14:04:00,'상상 속 로봇' 충남도서관에서 만난다,<b>인공지능</b> 로봇 '리쿠'. (사진제공=충남도)  충남도서관이 오는 20일부터 다음달 1일까지 도서관 2층 기획전시실에서 '로봇 체험·전시 프로그램'을 운영한다. '2024년 국립중앙과학관 수요자 맞춤형 과학문화 확산 사업... ,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=785375,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=785375
49,2024-08-13 14:04:00,"포스코 포항제철소, 지역 중소벤처기업과 협력해 스마트 제조 혁신 추진","포항제철소는 포항 체인지업그라운드에 입주한 AMSquare사, SensingPlus사와 함께 <b>인공지능</b> 및 영상기술 분야에서 합동 프로젝트를 진행하고 있다. 이 프로젝트에서 포스코는 산업현장의 데이터와 제철 공정의 운영... ",http://www.newsprime.co.kr/news/article.html?no=650616,http://www.newsprime.co.kr/news/article.html?no=650616
50,2024-08-13 14:04:00,"세종시, 차세대 AI 활용 교통상황 예측",세종시는 과학기술정보통신부 '차세대 <b>인공지능</b>(AI) 융합' 공모사업 선정에 따라 <b>인공지능</b> 기술을 통한 도시 교통문제 해결에 나선다. 이 사업은 2024년부터 2027년까지 총사업비 68억2500만 원을 모두 국비로 지원받아... ,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=785379,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=785379
51,2024-08-13 14:04:00,"비글즈, 자사 IP로 AI기술 연계 인형 선보인다",사진=비글즈  캐릭터 및 <b>인공지능</b>(AI) 기반 융복합 콘텐츠 전문기업 비글즈가 캐릭터 인형 제작·유통사인 써드라운드와 지적재산권(IP) 라이선싱 및 기술연계 인형 제작 계약을 체결했다고 13일 밝혔다. 비글즈는... ,https://cwn.kr/article/1065589195683756,https://cwn.kr/article/1065589195683756
52,2024-08-13 14:04:00,"포항제철소, 지역 중소벤처와 협력해 스마트 제조 혁신 추진","포항제철소는 포항 체인지업그라운드에 입주한 AMSquare사, SensingPlus사와 함께 <b>인공지능</b> 및 영상기술 분야에서 합동 프로젝트를 진행하고 있다. 이 프로젝트에서 포스코는 산업현장의 데이터와 제철 공정의 운영... ",https://daily.hankooki.com/news/articleView.html?idxno=1116540,https://daily.hankooki.com/news/articleView.html?idxno=1116540
53,2024-08-13 14:03:00,"광복절, AI 기술로 독립운동가가 되어보자",광복절을 맞아 LG유플러스가 독립운동가 콘셉트로 프로필사진을 촬영할 수 있는 <b>인공지능</b>(AI) 기술을 선보였다. 13일 서울 마포구 LG유플러스 도화동 공덕역점에서 모델이 AI기술 '익시(ixi)'가 적용된 포토부스로... ,https://www.etnews.com/20240813000232,https://n.news.naver.com/mnews/article/030/0003231362?sid=105
54,2024-08-13 14:02:00,AI가 만들어주는 독립운동가 프로필,광복절을 맞아 LG유플러스가 독립운동가 콘셉트로 프로필사진을 촬영할 수 있는 <b>인공지능</b>(AI) 기술을 선보였다. 13일 서울 마포구 LG유플러스 도화동 공덕역점에서 모델이 AI기술 '익시(ixi)'가 적용된 포토부스로... ,https://www.etnews.com/20240813000231,https://n.news.naver.com/mnews/article/030/0003231359?sid=105
55,2024-08-13 14:02:00,AI기술로 촬영한 독립운동가 프로필,광복절을 맞아 LG유플러스가 독립운동가 콘셉트로 프로필사진을 촬영할 수 있는 <b>인공지능</b>(AI) 기술을 선보였다. 13일 서울 마포구 LG유플러스 도화동 공덕역점에서 모델이 AI기술 '익시(ixi)'가 적용된 포토부스로... ,https://www.etnews.com/20240813000230,https://n.news.naver.com/mnews/article/030/0003231360?sid=105
56,2024-08-13 14:02:00,"부산시, 과기정통부 AI 신규사업 2건 140억원 확보",부산시와 부산정보산업진흥원(원장 김태열)이 올해 과학기술정보통신부 <b>인공지능</b>(AI) 분야 신규사업인 '제조업 AI융합 기반조성 사업(90억)'과 '혁신거점 AI 데이터 융합과제 지원사업(50억)'을 확보했다.... ,https://www.etnews.com/20240813000155,https://n.news.naver.com/mnews/article/030/0003231361?sid=102
57,2024-08-13 14:02:00,"피엠그로우, EV 배터리 상태 알림 서비스 전개… 오는 26일 전용 앱 ‘와트세...","구체적으로 전기차 온도와 전압, 전류 등의 데이터와 관련 편차를 수집해 자체 개발한 <b>인공지능</b>(AI) 알고리즘으로 실시간 분석하는 기술을 보유하고 있다고 한다. 이를 통해 전기차 배터리의 이상 징후를 발견하거나... ",https://www.donga.com/news/It/article/all/20240813/126508297/1,https://n.news.naver.com/mnews/article/020/0003581640?sid=105
58,2024-08-13 14:02:00,"플리토, ‘구름관찰자를 위한 가이드’ 포럼에서 AI 기반 다국어 동시통역 솔...",<b>인공지능</b>(AI) 언어 데이터 전문 기업 플리토는 13일 서울 마포구 문화비축기지에서 열린 ‘구름관찰자를 위한 가이드’ 포럼에서 AI 기반 다국어 동시통역 솔루션을 제공했다고 밝혔다. 서울시가 주최하고... ,https://www.venturesquare.net/936179,https://www.venturesquare.net/936179
59,2024-08-13 14:02:00,김병환 &quot;망분리 규제 과감하게 개선…AI 활용 길 연다&quot;,"이투데이=문선영 기자 | 새 금융보안체계 구축…생성형 AI 활용 위한 규제 특례 허용 취임 후 규제 개선 첫 사례…&quot;금융산업 발전 막는 규제 점검할 것&quot; 김병환 금융위원장이 13일 클라우드, <b>인공지능</b>(AI) 등 급변하는 IT... ",https://www.etoday.co.kr/news/view/2390209,https://www.etoday.co.kr/news/view/2390209
